DateTime	RespValue
2022-10-28 11:00:42.828	-41.5
2022-10-28 11:00:42.836	-40.5
2022-10-28 11:00:42.848	-39.1
2022-10-28 11:00:42.860	-37.8
2022-10-28 11:00:42.868	-36
2022-10-28 11:00:42.881	-34.3
2022-10-28 11:00:42.893	-32.8
2022-10-28 11:00:42.902	-31.2
2022-10-28 11:00:42.914	-29.5
2022-10-28 11:00:42.926	-28.1
2022-10-28 11:00:42.938	-25.8
2022-10-28 11:00:42.946	-24.6
2022-10-28 11:00:42.959	-24
2022-10-28 11:00:42.971	-22.6
2022-10-28 11:00:42.979	-21
2022-10-28 11:00:42.991	-19.8
2022-10-28 11:00:43.004	-18.6
2022-10-28 11:00:43.012	-18
2022-10-28 11:00:43.024	-16.9
2022-10-28 11:00:43.037	-16.3
2022-10-28 11:00:43.045	-16.1
2022-10-28 11:00:43.057	-15.2
2022-10-28 11:00:43.069	-13.6
2022-10-28 11:00:43.082	-13
2022-10-28 11:00:43.090	-12.6
2022-10-28 11:00:43.102	-12
2022-10-28 11:00:43.114	-11.7
2022-10-28 11:00:43.123	-11
2022-10-28 11:00:43.135	-10.3
2022-10-28 11:00:43.147	-10
2022-10-28 11:00:43.155	-9.2
2022-10-28 11:00:43.168	-9.3
2022-10-28 11:00:43.180	-8.2
2022-10-28 11:00:43.188	-7.5
2022-10-28 11:00:43.200	-7.3
2022-10-28 11:00:43.213	-6
2022-10-28 11:00:43.225	-5.5
2022-10-28 11:00:43.233	-4.7
2022-10-28 11:00:43.245	-4.4
2022-10-28 11:00:43.258	-2.5
2022-10-28 11:00:43.266	-2.2
2022-10-28 11:00:43.278	-0.3
2022-10-28 11:00:43.290	-0.2
2022-10-28 11:00:43.299	-0.1
2022-10-28 11:00:43.311	1.3
2022-10-28 11:00:43.323	1.3
2022-10-28 11:00:43.335	2.3
2022-10-28 11:00:43.344	3.1
2022-10-28 11:00:43.356	3.8
2022-10-28 11:00:43.368	4.2
2022-10-28 11:00:43.376	5
2022-10-28 11:00:43.389	4.9
2022-10-28 11:00:43.401	4.9
2022-10-28 11:00:43.409	6.1
2022-10-28 11:00:43.422	6.1
2022-10-28 11:00:43.434	6.7
2022-10-28 11:00:43.442	6.6
2022-10-28 11:00:43.455	6.9
2022-10-28 11:00:43.467	7.1
2022-10-28 11:00:43.475	7.5
2022-10-28 11:00:43.487	8.2
2022-10-28 11:00:43.500	9.3
2022-10-28 11:00:43.512	9.8
2022-10-28 11:00:43.520	9.7
2022-10-28 11:00:43.533	10.4
2022-10-28 11:00:43.545	10.6
2022-10-28 11:00:43.553	11.3
2022-10-28 11:00:43.565	12.3
2022-10-28 11:00:43.578	12.8
2022-10-28 11:00:43.590	13.4
2022-10-28 11:00:43.598	13.1
2022-10-28 11:00:43.610	13.7
2022-10-28 11:00:43.622	14.5
2022-10-28 11:00:43.631	15.4
2022-10-28 11:00:43.643	15.8
2022-10-28 11:00:43.655	17
2022-10-28 11:00:43.663	18.7
2022-10-28 11:00:43.676	19.7
2022-10-28 11:00:43.688	20.7
2022-10-28 11:00:43.696	20.3
2022-10-28 11:00:43.708	21.2
2022-10-28 11:00:43.721	21.9
2022-10-28 11:00:43.729	22.5
2022-10-28 11:00:43.741	22.3
2022-10-28 11:00:43.754	23.2
2022-10-28 11:00:43.766	23.3
2022-10-28 11:00:43.774	23.3
2022-10-28 11:00:43.786	22.3
2022-10-28 11:00:43.799	22.6
