DateTime	RespValue
15:10:20.577	-118.8
15:10:20.585	-118.9
15:10:20.598	-117.0
15:10:20.610	-116.7
15:10:20.618	-118.4
15:10:20.630	-117.6
15:10:20.643	-119.0
15:10:20.655	-118.4
15:10:20.663	-118.5
15:10:20.675	-119.4
15:10:20.688	-121.9
15:10:20.696	-121.4
15:10:20.708	-122.4
15:10:20.720	-119.4
15:10:20.729	-119.5
15:10:20.741	-117.2
15:10:20.753	-114.2
15:10:20.761	-114.5
15:10:20.774	-114.4
15:10:20.786	-114.3
15:10:20.794	-109.9
15:10:20.806	-109.7
15:10:20.819	-106.8
15:10:20.831	-110.9
15:10:20.843	-108.4
15:10:20.851	-109.2
15:10:20.864	-111.5
15:10:20.876	-110.4
15:10:20.884	-108.2
15:10:20.897	-107.9
15:10:20.909	-108.2
15:10:20.917	-106.8
15:10:20.929	-107.9
15:10:20.942	-105.6
15:10:20.954	-105.1
15:10:20.962	-104.0
15:10:20.974	-101.9
15:10:20.987	-101.2
15:10:20.995	-101.7
15:10:21.007	-99.9
15:10:21.019	-100.0
15:10:21.028	-100.0
15:10:21.040	-96.0
15:10:21.048	-93.9
15:10:21.060	-94.0
15:10:21.073	-92.3
15:10:21.085	-89.3
15:10:21.093	-86.4
15:10:21.106	-83.2
15:10:21.118	-80.5
15:10:21.130	-79.3
15:10:21.138	-77.4
15:10:21.151	-78.4
15:10:21.163	-79.8
15:10:21.171	-76.6
15:10:21.183	-74.9
15:10:21.196	-75.1
15:10:21.208	-74.3
15:10:21.216	-73.7
15:10:21.228	-73.1
15:10:21.241	-71.3
15:10:21.249	-69.2
15:10:21.261	-64.8
15:10:21.273	-62.6
15:10:21.282	-62.2
15:10:21.294	-62.2
15:10:21.307	-62.2
15:10:21.315	-62.6
15:10:21.327	-62.2
15:10:21.339	-59.9
15:10:21.347	-58.3
15:10:21.360	-55.1
15:10:21.372	-58.0
15:10:21.384	-52.8
15:10:21.393	-51.8
15:10:21.405	-50.3
15:10:21.416	-46.4
15:10:21.425	-42.3
15:10:21.437	-39.9
15:10:21.450	-40.5
15:10:21.458	-38.0
15:10:21.470	-38.4
15:10:21.482	-35.7
15:10:21.495	-36.7
15:10:21.503	-36.6
15:10:21.515	-33.7
15:10:21.527	-31.7
15:10:21.536	-30.9
15:10:21.548	-29.0
15:10:21.560	-27.0
15:10:21.568	-27.7
15:10:21.581	-26.2
15:10:21.593	-24.9
15:10:21.601	-22.5
15:10:21.613	-19.7
15:10:21.626	-18.8
15:10:21.638	-18.7
15:10:21.646	-20.5
15:10:21.659	-18.2
15:10:21.671	-17.0
15:10:21.679	-13.7
15:10:21.691	-13.2
15:10:21.703	-11.9
15:10:21.711	-10.8
15:10:21.723	-9.3
15:10:21.735	-9.3
15:10:21.744	-9.2
15:10:21.756	-5.5
